ZIP,FIPS,County
99705,02090,"AK, Fairbanks North Star"
23354,51131,"VA, Northampton"
98245,53055,"WA, San Juan"
68512,31109,"NE, Lancaster"
59923,30053,"MT, Lincoln"
77705,48245,"TX, Jefferson"
57772,46113,"SD, Shannon"
99301,53021,"WA, Franklin"
17747,42035,"PA, Clinton"
97603,41035,"OR, Klamath"
99829,02105,
39851,13061,"GA, Clay"
70769,22005,"LA, Ascension"
57069,46027,"SD, Clay"
97301,41047,"OR, Marion"
95370,06109,"CA, Tuolumne"
58843,38105,"ND, Williams"
97801,41059,"OR, Umatilla"
31525,13127,"GA, Glynn"
28624,37193,"NC, Wilkes"
99835,02220,"AK, Sitka"
82070,56001,"WY, Albany"
79252,48197,"TX, Hardeman"
16323,42121,"PA, Venango"
04619,23029,"ME, Washington"
57049,46127,"SD, Union"
96756,15007,"HI, Kauai"
24060,51121,"VA, Montgomery"
93711,06019,"CA, Fresno"
24210,51191,"VA, Washington"
04605,23009,"ME, Hancock"
49841,26103,"MI, Marquette"
85365,04027,"AZ, Yuma"
05401,50007,"VT, Chittenden"
50701,19013,"IA, Black Hawk"
00757,72133,"PR, Santa Isabel"
05753,50001,"VT, Addison"
76645,48217,"TX, Hill"
05262,50003,"VT, Bennington"
52803,19163,"IA, Scott"
99827,02100,"AK, Haines"
59526,30005,"MT, Blaine"
61107,17201,"IL, Winnebago"
72701,05143,"AR, Washington"
99354,53005,"WA, Benton"
97135,41057,"OR, Tillamook"
59865,30047,"MT, Lake"
32653,12001,"FL, Alachua"
66053,20121,"KS, Miami"
85534,04011,"AZ, Greenlee"
55810,27137,"MN, St. Louis"
05855,50019,"VT, Orleans"
10305,36085,"NY, Richmond"
00685,72131,"PR, San Sebastian"
78840,48465,"TX, Val Verde"
98823,53025,"WA, Grant"
99801,02110,"AK, Juneau"
96753,15009,"HI, Maui"
75901,48005,"TX, Angelina"
88101,35009,"NM, Curry"
00627,72027,"PR, Camuy"
57783,46081,"SD, Lawrence"
27890,37083,"NC, Halifax"
71730,05139,"AR, Union"
66713,20021,"KS, Cherokee"
50501,19187,"IA, Webster"
84721,49021,"UT, Iron"
76401,48143,"TX, Erath"
66047,20045,"KS, Douglas"
57555,46121,"SD, Todd"
49091,26149,"MI, St. Joseph"
58703,38101,"ND, Ward"
99111,53075,"WA, Whitman"
29649,45047,"SC, Greenwood"
98520,53027,"WA, Grays Harbor"
56649,27071,"MN, Koochiching"
30546,13281,"GA, Towns"
37779,47173,"TN, Union"
57362,46059,"SD, Hand"
28152,37045,"NC, Cleveland"
84321,49005,"UT, Cache"
12914,36033,"NY, Franklin"
62707,17167,"IL, Sangamon"
71655,05043,"AR, Drew"
85541,04007,"AZ, Gila"
30458,13031,"GA, Bulloch"
82513,56013,"WY, Fremont"
23314,51093,"VA, Isle of Wight"
32446,12063,"FL, Jackson"
05656,50015,"VT, Lamoille"
12529,36021,"NY, Columbia"
71295,22041,"LA, Franklin"
68410,31131,"NE, Otoe"
93643,06039,"CA, Madera"
52241,19103,"IA, Johnson"
56007,27047,"MN, Freeborn"
65771,29213,"MO, Taney"
76639,48349,"TX, Navarro"
58318,38009,"ND, Bottineau"
23002,51007,"VA, Amelia"
02813,44009,"RI, Washington"
10977,36087,"NY, Rockland"
00653,72055,"PR, Guanica"
74020,40117,"OK, Pawnee"
16601,42013,"PA, Blair"
52401,19113,"IA, Linn"
23662,51735,"VA, Poquoson"
13326,36077,"NY, Otsego"
84074,49045,"UT, Tooele"
95932,06011,"CA, Colusa"
98277,53029,"WA, Island"
03903,23031,"ME, York"
52065,19061,"IA, Dubuque"
75426,48387,"TX, Red River"
54864,55031,"WI, Douglas"
89042,32017,"NV, Lincoln"
48813,26045,"MI, Eaton"
61821,17019,"IL, Champaign"
97063,41065,"OR, Wasco"
21903,24015,"MD, Cecil"
26101,54107,"WV, Wood"
39819,13087,"GA, Decatur"
39069,28063,"MS, Jefferson"
84747,49055,"UT, Wayne"
04915,23027,"ME, Waldo"
28714,37199,"NC, Yancey"
76935,48451,"TX, Tom Green"
54017,55109,"WI, St. Croix"
40447,21109,"KY, Jackson"
97330,41003,"OR, Benton"
89410,32005,"NV, Douglas"
64762,29011,"MO, Barton"
88030,35029,"NM, Luna"
16101,42073,"PA, Lawrence"
65339,29195,"MO, Saline"
97720,41025,"OR, Harney"
19958,10005,"DE, Sussex"
84310,49057,"UT, Weber"
43845,39031,"OH, Coshocton"
72342,05107,"AR, Phillips"
45631,39053,"OH, Gallia"
69201,31031,"NE, Cherry"
02351,25023,"MA, Plymouth"
29512,45069,"SC, Marlboro"
24228,51051,"VA, Dickenson"
99762,02180,"AK, Nome"
38231,47079,"TN, Henry"
83467,16059,"ID, Lemhi"
74902,40079,"OK, Le Flore"
51101,19193,"IA, Woodbury"
63501,29001,"MO, Adair"
65301,29159,"MO, Pettis"
42050,21075,"KY, Fulton"
62821,17193,"IL, White"
21636,24011,"MD, Caroline"
71241,22111,"LA, Union"
29803,45003,"SC, Aiken"
03584,33007,"NH, Coos"
87311,35031,"NM, McKinley"
08260,34009,"NJ, Cape May"
63901,29023,"MO, Butler"
42240,21047,"KY, Christian"
52732,19045,"IA, Clinton"
82442,56043,"WY, Washakie"
81641,08103,"CO, Rio Blanco"
97415,41015,"OR, Curry"
54701,55035,"WI, Eau Claire"
99901,02130,"AK, Ketchikan Gateway"
99615,02150,"AK, Kodiak Island"
72396,05037,"AR, Cross"
36092,01051,"AL, Elmore"
96101,06049,"CA, Modoc"
25301,54039,"WV, Kanawha"
42104,21227,"KY, Warren"
71832,05133,"AR, Sevier"
67301,20125,"KS, Montgomery"
31634,13065,"GA, Clinch"
64801,29097,"MO, Jasper"
54235,55029,"WI, Door"
00669,72081,"PR, Lares"
87736,35033,"NM, Mora"
96052,06105,"CA, Trinity"
70043,22087,"LA, St. Bernard"
26537,54077,"WV, Preston"
52339,19171,"IA, Tama"
15370,42059,"PA, Greene"
38629,28139,"MS, Tippah"
21601,24041,"MD, Talbot"
05602,50023,"VT, Washington"
26241,54083,"WV, Randolph"
46528,18039,"IN, Elkhart"
57551,46007,"SD, Bennett"
58203,38035,"ND, Grand Forks"
08079,34033,"NJ, Salem"
77656,48199,"TX, Hardin"
23175,51119,"VA, Middlesex"
23086,51101,"VA, King William"
84627,49039,"UT, Sanpete"
98577,53049,"WA, Pacific"
59072,30065,"MT, Musselshell"
97405,41039,"OR, Lane"
54891,55007,"WI, Bayfield"
57625,46041,"SD, Dewey"
28792,37089,"NC, Henderson"
27536,37181,"NC, Vance"
82644,56025,"WY, Natrona"
98273,53057,"WA, Skagit"
04923,23025,"ME, Somerset"
88324,35027,"NM, Lincoln"
71203,22073,"LA, Ouachita"
32034,12089,"FL, Nassau"
69337,31045,"NE, Dawes"
40741,21125,"KY, Laurel"
97630,41037,"OR, Lake"
61832,17183,"IL, Vermilion"
04843,23013,"ME, Knox"
72956,05033,"AR, Crawford"
29571,45067,"SC, Marion"
26264,54075,"WV, Pocahontas"
64468,29147,"MO, Nodaway"
28001,37167,"NC, Stanly"
35572,01133,"AL, Winston"
88034,35017,"NM, Grant"
95993,06101,"CA, Sutter"
61520,17057,"IL, Fulton"
96122,06063,"CA, Plumas"
52501,19179,"IA, Wapello"
61254,17073,"IL, Henry"
81611,08097,"CO, Pitkin"
25113,54015,"WV, Clay"
84738,49053,"UT, Washington"
57755,46063,"SD, Harding"
05301,50025,"VT, Windham"
72027,05029,"AR, Conway"
43311,39091,"OH, Logan"
68776,31043,"NE, Dakota"
35441,01065,"AL, Hale"
26804,54071,"WV, Pendleton"
75462,48277,"TX, Lamar"
17233,42057,"PA, Fulton"
97914,41045,"OR, Malheur"
57601,46129,"SD, Walworth"
85546,04009,"AZ, Graham"
78643,48299,"TX, Llano"
31768,13071,"GA, Colquitt"
00767,72151,"PR, Yabucoa"
49911,26053,"MI, Gogebic"
37615,47179,"TN, Washington"
82414,56029,"WY, Park"
88240,35025,"NM, Lea"
31055,13271,"GA, Telfair"
02840,44005,"RI, Newport"
69361,31157,"NE, Scotts Bluff"
73075,40049,"OK, Garvin"
24880,54109,"WV, Wyoming"
78852,48323,"TX, Maverick"
71449,22085,"LA, Sabine"
76712,48309,"TX, McLennan"
50010,19169,"IA, Story"
95548,06015,"CA, Del Norte"
41230,21127,"KY, Lawrence"
54481,55097,"WI, Portage"
99588,02261,"AK, Valdez-Cordova"
46143,18081,"IN, Johnson"
54636,55063,"WI, La Crosse"
87931,35051,"NM, Sierra"
83604,16073,"ID, Owyhee"
76442,48093,"TX, Comanche"
78374,48409,"TX, San Patricio"
75840,48161,"TX, Freestone"
27958,37053,"NC, Currituck"
57110,46099,"SD, Minnehaha"
26610,54067,"WV, Nicholas"
64635,29117,"MO, Livingston"
78057,48163,"TX, Frio"
27288,37157,"NC, Rockingham"
56303,27145,"MN, Stearns"
46953,18053,"IN, Grant"
22443,51193,"VA, Westmoreland"
40977,21013,"KY, Bell"
14850,36109,"NY, Tompkins"
72616,05015,"AR, Carroll"
74955,40135,"OK, Sequoyah"
21801,24045,"MD, Wicomico"
38606,28107,"MS, Panola"
80816,08119,"CO, Teller"
46580,18085,"IN, Kosciusko"
32055,12023,"FL, Columbia"
16214,42031,"PA, Clarion"
16365,42123,"PA, Warren"
87557,35055,"NM, Taos"
54401,55073,"WI, Marathon"
73942,40139,"OK, Texas"
93230,06031,"CA, Kings"
41056,21161,"KY, Mason"
49868,26095,"MI, Luce"
82240,56015,"WY, Goshen"
17084,42087,"PA, Mifflin"
69101,31111,"NE, Lincoln"
61265,17161,"IL, Rock Island"
80487,08107,"CO, Routt"
78382,48007,"TX, Aransas"
39180,28149,"MS, Warren"
62526,17115,"IL, Macon"
38363,47039,"TN, Decatur"
72315,05093,"AR, Mississippi"
55744,27061,"MN, Itasca"
75482,48223,"TX, Hopkins"
23004,51029,"VA, Buckingham"
24801,54047,"WV, McDowell"
12801,36113,"NY, Warren"
65247,29121,"MO, Macon"
54520,55041,"WI, Forest"
55074,27025,"MN, Chisago"
02806,44001,"RI, Bristol"
35460,01119,"AL, Sumter"
35645,01077,"AL, Lauderdale"
42406,21101,"KY, Henderson"
59633,30049,"MT, Lewis and Clark"
84050,49029,"UT, Morgan"
02539,25007,"MA, Dukes"
55051,27065,"MN, Kanabec"
96118,06091,"CA, Sierra"
99362,53071,"WA, Walla Walla"
32340,12079,"FL, Madison"
37755,47151,"TN, Scott"
52627,19111,"IA, Lee"
53511,55105,"WI, Rock"
74102,,
